Timestamp,"Considerando sua última experiência com essas características, ela foi Obrigatória ou Opcional?",Qual é a sua idade?,Com qual gênero você se identifica?,Em que Estado você reside? ,Qual é o seu mais alto grau de instrução?,Qual seu tempo total de experiência na engenharia de software?,Qual das alternativas abaixo descreve seu nível profissional atual?,Quantos funcionários a empresa possui? ,Qual é a sua principal área de atuação na engenharia de software no momento? , [Entendi como o experiência de aprendizado se conectou com os objetivos da empresa.]," [Tive o apoio e os recursos necessários (tempo, tecnologia, suporte) da empresa para realizar esta experiência de aprendizado.]", [O conteúdo da experiência de aprendizado atendeu às necessidades da minha função.], [O conteúdo da experiência de aprendizado foi adaptado ao meu nível de experiência.], [Minha opinião foi considerada na criação da experiência de aprendizado que participei.]," [A carga horária desta experiência de aprendizado prejudicou meu tempo pessoal (descanso, vida social).]", [A experiência de aprendizado foi importante para me manter competitivo(a) no mercado.], [O que aprendi na experiência de aprendizado me motivou a buscar novos conhecimentos.], [A liderança da minha área incentivou ativamente minha participação na experiência de aprendizado.], [Tive tempo suficiente durante o expediente para participar da experiência de aprendizado e estudar.], [Participei desta experiência de aprendizado mais por obrigação do que por interesse no conteúdo.]," [A empresa ofereceu incentivos claros para a participação nesta experiência de aprendizado (ex: bônus, folgas, ressarcimento de custos, pontuação em avaliação de desempenho).]"," [A empresa costuma reconhecer os funcionários que se desenvolvem e concluem treinamentos (ex: através de certificados, elogios públicos, comunicados).]", [A experiência de aprendizado que participei foi bem organizado e estruturado.], [Os materiais que recebi para a experiência de aprendizado foram úteis.], [O ambiente da experiência de aprendizado (físico ou virtual) foi adequado para o aprendizado.], [A explicação do instrutor foi clara e fácil de entender.], [A atuação do instrutor foi fundamental para o meu aprendizado e motivação.], [As atividades durante a experiência de aprendizado foram interessantes e variadas.], [A experiência de aprendizado continha uma parte relevante dedicada ao desenvolvimento de soft skills (habilidades comportamentais).], [Fiquei satisfeito(a) com a qualidade da experiência de aprendizado que participei.], [A experiência de aprendizado me ajudou a desenvolver meu raciocínio para resolver problemas.], [Aplicar o que aprendi na experiência de aprendizado melhorou meu desempenho.], [Consigo aplicar no meu trabalho o que aprendi na experiência de aprendizado.], [O que aprendi na experiência de aprendizado me deu mais autonomia no trabalho.], [O suporte da minha liderança foi um incentivo para eu aplicar o que aprendi.], [A experiência de aprendizado que realizei abriu oportunidades de crescimento na empresa (promoção ou aumento salarial).],Qual foi a experiência de aprendizado mais útil que você já fez? Por quê?,"Se você pudesse sugerir uma melhoria nos processos de aprendizado, qual seria?",Column 39,Soube quem na sua empresa foi o responsável por organizar a experiência de aprendizado.,"Exite alguma coisa que vocês gostaria de comentar e não teve oportuni-
dade sobre o tema?"
10/21/2025 8:26:17,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",33,Masculino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Neutro,Neutro,Discordo,Concordo totalmente,Discordo totalmente,Discordo,Concordo,Neutro,Concordo,Concordo,Neutro,Neutro,Neutro,Concordo,Discordo,Neutro,Concordo,Neutro,Discordo,Discordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/21/2025 8:34:28,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",39,Masculino,Sergipe (SE),Ensino Superior completo,Entre 5 e 6 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/21/2025 8:37:04,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",32,Masculino,Rio Grande do Sul (RS),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Área de dados,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Discordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Palestras dos próprios colegas de trabalho. Pois são coisas uteis,Tirar cursos obrigatórios inúteis (compliance etc) ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/21/2025 9:40:54,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",38,Feminino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Até um ano.,Em treinamento,De 10 a 49 funcionários (Pequena empresa),Desenvolvimento,Concordo totalmente,Concordo,Concordo,Neutro,Neutro,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo,Discordo totalmente,"Compartilhar conhecimento, pois pude contribuir com o desenvolvimento de outras pessoas. ",Mais interação e envolvimento de todas as partes que vão participar do processo. ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/21/2025 11:40:29,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",38,Masculino,Rio de Janeiro (RJ),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Especialista (Foco técnico),De 10 a 49 funcionários (Pequena empresa),Arquitetura,Concordo,Concordo,Concordo,Neutro,Neutro,Discordo totalmente,Neutro,Discordo,Concordo,Discordo,Discordo,Discordo,Discordo totalmente,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Discordo,Neutro,Discordo,Neutro,Neutro,Neutro,Discordo,Discordo totalmente,Formação backend - Alura. Me proporcionou conhecimentos técnicos em micros serviços,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/21/2025 14:33:43,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",30,Feminino,Paraíba (PB),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo,Neutro,Discordo,Concordo totalmente,Neutro,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo,Neutro,Discordo,Discordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/21/2025 15:21:45,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",25,Masculino,Rio Grande do Sul (RS),Ensino Superior incompleto,Entre 5 e 6 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Discordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,N/A,"O material de aprendizado na grande maioria dos casos é apenas um compliance para a emissão de algum certificado a nível empresarial. Pouco interessa se os trabalhadores extraíram algum conhecimento importante ou não. Não tenho ideias de como tornar processos de aprendizados empresariais úteis, porque na minha experiência, nunca houve u treinamento realment útil e personalizado para minha área de atuação.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/21/2025 17:28:07,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",36,Feminino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo totalmente,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,Discordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Neutro,Neutro,Concordo,Neutro,Concordo,Concordo totalmente,Neutro,Neutro,Discordo totalmente,"Pós graduação, por ser uma abordagem mais sucinta, onde considera-se que o aluno já tem conhecimento prévio e foca em temas mais relevantes para esse público.","Cursos mais objetivos, com materiais escritos que condizem com as aulas, ao invés de ofertar um material que não possui as informações das aulas, deve haver sinergia entre todas as fontes disponibilizadas.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/21/2025 17:41:09,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",36,Masculino,São Paulo (SP),Ensino Superior completo,Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Neutro,Concordo,Discordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Designing Data-Intensive Applications Overview pela UFSCAR,Mais laboratórios práticos.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/22/2025 9:54:20,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",31,Masculino,Sergipe (SE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 5 e 6 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo totalmente,Concordo,Neutro,Concordo,Discordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,"Participar da ERBASE 2025. Foi uma oportunidade de 3 dias recheadas de palestras e workshops, com diversos temas.","O processo de aprendizagem deve ser mais mão na massa, mais prática e menos teoria. ",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/22/2025 10:11:13,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",51,Masculino,Rio Grande do Sul (RS),Ensino Superior incompleto,Mais de 8 anos.,Em treinamento,100 ou mais funcionários (Grande empresa),DevOps,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/22/2025 10:59:03,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",41,Feminino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,"Power Skills, copilot e agentes",Deveriam ser todos em formato de workshop hands on ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/22/2025 12:26:27,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",27,Masculino,Sergipe (SE),Ensino Superior completo,Entre 7 e 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,"Treinamentos oficiais de tecnologia (AWS, MongoDB) Pois me permitiu expandir horizontes",Mais hands on,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/22/2025 12:56:00,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",21,Masculino,Rio Grande do Sul (RS),Ensino Superior incompleto,Entre 1 e 2 anos.,Júnior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Discordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Discordo,Discordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Neutro,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/22/2025 15:18:43,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",32,Masculino,Rio de Janeiro (RJ),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),De 50 a 99 funcionários (Média empresa),Liderança Técnica,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Neutro,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/22/2025 19:53:25,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",35,Masculino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Neutro,Concordo totalmente,Neutro,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Participei da jornada de líderes do santander,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/22/2025 21:03:51,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",33,Feminino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 7 e 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Área de dados,Concordo,Neutro,Concordo,Neutro,Discordo,Discordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Neutro,,"Mais dinâmicas práticas, às vezes é mais teorias, conceitos.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/22/2025 21:16:56,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",47,Masculino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 3 e 4 anos.,Júnior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Neutro,Concordo,Neutro,"Fast - Engenharia de plataforma, Porque mostrou onde devo me qualificar para chegar no meu objetivo (DevOps)",Investir mais tempo em soft skills e atividade técnicas mais ligada ao dia a dia,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/22/2025 22:35:42,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",23,Masculino,Santa Catarina (SC),Ensino Superior completo,Entre 7 e 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Certificação AWS e workshop de segurança em aplicação nativas de nuvem,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/22/2025 22:41:40,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",22,Feminino,Pernambuco (PE),Ensino Superior incompleto,Até um ano.,Em treinamento,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Concordo,Discordo totalmente,Concordo,Discordo totalmente,Neutro,Discordo,Concordo,Neutro,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,,Serem pensadas dada um sólido plano de desenvolvimento de carreira. De maneira individualizada. ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/23/2025 8:13:48,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",29,Feminino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 5 e 6 anos.,Sênior,100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo,Discordo totalmente,Discordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/23/2025 8:42:01,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",32,Masculino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 3 e 4 anos.,Gerente (Foco em pessoas),De 10 a 49 funcionários (Pequena empresa),Gestão de Pessoas / Projetos,Neutro,Concordo,Neutro,Concordo,Neutro,Concordo,Neutro,Concordo,Concordo,Neutro,Discordo,Neutro,Concordo,Concordo,Concordo,Neutro,Concordo,Discordo,Neutro,Concordo,Concordo,Neutro,Neutro,Neutro,Concordo,Concordo,Neutro,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/23/2025 9:34:10,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",23,Masculino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 3 e 4 anos.,Pleno,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/23/2025 10:45:51,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",26,Masculino,Sergipe (SE),Ensino Superior incompleto,Entre 1 e 2 anos.,Em treinamento,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo,Discordo,Concordo,Neutro,Neutro,Concordo totalmente,Discordo,Concordo,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Discordo,Discordo,Discordo,Neutro,Discordo,Discordo,Neutro,Neutro,Discordo,Discordo,Discordo,"Participacao de eventos no campus da universidade. Onde a empresa permitiu que eu tivesse participacao no evento. Me ajudou a entender e ter uma visao abrangente sobre a area de IA, TI e etc.","Ter cursos que possam realmente ajudar nas atividades do trabalho. Não adianta ter cursos ou treinamentos que nao facam sentido para sua funcao atual. O processo de aprendizado tem que ser bem praticos, deixar a teoria um pouco de lado e partir logo para ""como fazer "". ",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/23/2025 10:52:48,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",44,Masculino,São Paulo (SP),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Neutro,Discordo,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Discordo,Neutro,Discordo totalmente,Concordo,Discordo,Neutro,Concordo,Concordo,Concordo,Neutro,Neutro,Discordo,Concordo,Discordo totalmente,Discordo,Concordo,Neutro,Concordo,Discordo,Discordo,"Treinamento do tipo bootcamp, onde havia atividades pre-treinamento e praticas durante.",Adotar o tipo de treinamento citado anteriormente.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/23/2025 13:25:01,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",41,Masculino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),De 50 a 99 funcionários (Média empresa),Desenvolvimento,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/23/2025 15:29:29,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",44,Masculino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Meu MBA em gestao de projetos,A evolução dos metodos direcionados a linguagem de estudo com  IA generativa,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/23/2025 19:50:27,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",38,Feminino,Santa Catarina (SC),Ensino Superior completo,Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Neutro,Concordo,Discordo,Discordo,Discordo,Concordo,Neutro,Neutro,Concordo,Discordo,Discordo,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo,Neutro,Discordo,Discordo totalmente,Neutro,Discordo totalmente,Neutro,Neutro,A mais relevante que eu ja fiz foi um curso pra pessoas líderes que usava insumos da Gallup e o método CliftonStrenghts. Foi muito útil e legal aprender essas teorias sobre habilidades e como aplicar no dia a dia.,"Em vez de obrigar todo mundo a fazer um curso cansativo, acho que agregaria fazer uma avaliação pra saber quem realmente precisa daquele curso. Quando não fazem isso, acabam exigindo que pessoas percam suas horas vendo um conteúdo que não agrega, pois já é conhecido e dominado.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
